Price,Rooms,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Propertycount,Type,Method,CouncilArea,Regionname,Predicted Price,Index
1900000.0,3,3.3,3.0,1.0,0.0,209.0,124.0,1900.0,3280.0,0,1,25,5,1829323,101
3010000.0,3,3.3,3.0,2.0,0.0,147.0,146.0,1890.0,3280.0,0,1,25,5,1981287,102
2800000.0,4,3.3,4.0,3.0,1.0,327.0,254.0,1910.0,3280.0,0,4,25,5,3265783,103
647000.0,2,3.3,2.0,1.0,1.0,0.0,124.0,1970.0,3280.0,2,1,25,5,842915,104
2100000.0,3,3.3,2.0,1.0,1.0,120.0,123.0,1900.0,3280.0,0,3,25,5,1620539,105
2000000.0,3,3.3,3.0,1.0,1.0,238.0,131.0,1890.0,3280.0,0,0,25,5,1818254,106
442500.0,1,3.3,1.0,1.0,0.0,0.0,34.0,1970.0,3280.0,2,1,25,5,567401,107
4735000.0,4,3.3,4.0,2.0,1.0,330.0,207.0,1910.0,3280.0,0,1,25,5,2430588,108
1340000.0,2,3.3,2.0,1.0,0.0,136.0,124.0,1970.0,3280.0,0,1,25,5,1399537,109
1801000.0,3,3.3,3.0,1.0,1.0,202.0,124.0,1970.0,3280.0,0,1,25,5,1673793,110
1532000.0,3,3.3,3.0,3.0,1.0,0.0,124.0,1970.0,3280.0,0,1,25,5,2016870,111
3755000.0,3,3.3,3.0,2.0,2.0,325.0,124.0,1970.0,3280.0,0,1,25,5,2113187,112
2140000.0,4,3.3,3.0,2.0,1.0,183.0,145.0,1880.0,3280.0,0,1,25,5,2185989,113
1750000.0,2,3.3,2.0,1.0,1.0,162.0,124.0,1970.0,3280.0,0,1,25,5,1404340,114
980000.0,2,3.3,2.0,1.0,0.0,79.0,68.0,1890.0,3280.0,0,1,25,5,1416266,115
2030000.0,3,3.3,3.0,2.0,0.0,152.0,124.0,1970.0,3280.0,0,1,25,5,1777521,116
1740000.0,3,3.3,3.0,2.0,2.0,147.0,134.0,1890.0,3280.0,0,0,25,5,1959538,117
2800000.0,3,3.3,3.0,3.0,1.0,0.0,124.0,1970.0,3280.0,0,4,25,5,2060267,118
985000.0,1,3.3,1.0,1.0,0.0,81.0,54.0,1900.0,3280.0,0,1,25,5,1246573,119
2000000.0,4,6.4,3.0,2.0,4.0,853.0,263.0,1930.0,2211.0,0,1,6,2,2239867,120
1110000.0,3,6.4,3.0,2.0,2.0,208.0,124.0,2013.0,2211.0,0,1,31,2,1302082,121
1492000.0,3,6.4,3.0,2.0,2.0,411.0,124.0,1970.0,2211.0,0,1,6,2,1227528,122
1717500.0,4,6.4,4.0,2.0,1.0,599.0,203.0,1925.0,2211.0,0,1,6,2,1537647,123
2840000.0,5,6.4,5.0,4.0,4.0,809.0,165.0,1910.0,2211.0,0,1,6,2,2730536,124
525500.0,2,6.4,2.0,1.0,1.0,88.0,60.0,1960.0,2211.0,2,1,6,2,459345,125
805000.0,2,6.4,2.0,2.0,3.0,155.0,140.0,2004.0,2211.0,1,1,6,2,903437,126
465000.0,2,6.4,2.0,1.0,1.0,0.0,124.0,1970.0,2211.0,2,1,6,2,532980,127
2000000.0,3,6.4,3.0,3.0,2.0,686.0,124.0,1970.0,2211.0,0,0,6,2,1610979,128
1540000.0,3,6.4,3.0,1.0,2.0,592.0,124.0,1970.0,2211.0,0,1,6,2,1147027,129
820000.0,2,6.4,2.0,1.0,1.0,183.0,124.0,1970.0,2211.0,2,1,6,2,575529,130
1830000.0,4,6.4,4.0,2.0,2.0,606.0,112.0,1970.0,2211.0,0,1,6,2,1411972,131
2100000.0,4,6.4,4.0,2.0,2.0,575.0,271.0,2008.0,2211.0,0,1,6,2,1611073,132
865000.0,3,6.4,3.0,1.0,1.0,180.0,131.0,2010.0,2211.0,0,3,6,2,939267,133
390000.0,2,6.4,2.0,1.0,1.0,0.0,60.0,1960.0,2211.0,2,4,6,2,411604,134
650000.0,2,6.4,0.0,1.0,0.0,0.0,124.0,1970.0,2211.0,1,3,31,2,682338,135
512000.0,2,6.4,2.0,1.0,1.0,0.0,61.0,1965.0,2211.0,2,1,6,2,459345,136
1165000.0,3,6.4,3.0,1.0,2.0,979.0,124.0,1970.0,2211.0,0,1,31,2,1727169,137
1900000.0,4,6.4,4.0,2.0,2.0,556.0,272.0,1930.0,2211.0,0,3,31,2,2041228,138
1485000.0,3,6.4,3.0,0.0,0.0,597.0,124.0,1970.0,2211.0,0,3,6,2,1059244,139
1950000.0,4,6.4,4.0,2.0,3.0,589.0,210.0,1920.0,2211.0,0,1,6,2,1614767,140
520000.0,3,13.8,3.0,2.0,1.0,352.0,242.0,2015.0,5301.0,0,4,10,6,744681,141
1525000.0,5,13.8,5.0,3.0,3.0,729.0,268.0,2005.0,5301.0,0,1,10,6,1298914,142
720000.0,2,13.8,2.0,1.0,2.0,292.0,125.0,2013.0,5301.0,1,1,10,6,527037,143
1120000.0,3,13.8,3.0,1.0,2.0,506.0,120.0,1930.0,5301.0,0,1,10,6,837350,144
780000.0,4,13.8,4.0,1.0,4.0,655.0,124.0,1970.0,5301.0,0,0,10,6,849113,145
1780000.0,4,13.8,4.0,3.0,6.0,1057.0,220.0,1962.0,5301.0,0,3,10,6,1319836,146
630000.0,3,13.8,2.0,1.0,2.0,311.0,94.0,1955.0,5301.0,2,1,10,6,427590,147
406000.0,2,13.8,2.0,1.0,1.0,65.0,124.0,1970.0,5301.0,2,3,10,6,375617,148
660000.0,3,13.8,3.0,1.0,1.0,602.0,123.0,1955.0,5301.0,0,4,10,6,649194,149
683500.0,3,13.8,3.0,1.0,1.0,530.0,124.0,1970.0,5301.0,0,1,10,6,680771,150
580000.0,2,13.8,2.0,1.0,1.0,225.0,93.0,1988.0,5301.0,2,1,10,6,413690,151
1335000.0,3,13.8,3.0,1.0,4.0,777.0,22.0,1953.0,5301.0,0,1,10,6,808206,152
800000.0,3,13.8,3.0,2.0,2.0,280.0,124.0,1997.0,5301.0,1,3,10,6,627899,153
510000.0,2,13.8,2.0,1.0,1.0,127.0,76.0,1990.0,5301.0,2,1,10,6,346192,154
1070000.0,4,13.8,4.0,2.0,2.0,695.0,124.0,1970.0,5301.0,0,1,10,6,1011123,155
425000.0,2,13.8,2.0,1.0,2.0,115.0,57.0,1980.0,5301.0,2,1,10,6,354518,156
605000.0,3,13.8,3.0,2.0,2.0,230.0,124.0,1970.0,5301.0,2,1,10,6,605131,157
705000.0,3,13.8,3.0,2.0,2.0,197.0,152.0,1970.0,5301.0,1,1,10,6,628782,158
391000.0,2,13.8,2.0,1.0,1.0,0.0,65.0,1965.0,5301.0,2,3,10,6,296193,159
440000.0,2,13.8,2.0,1.0,1.0,0.0,124.0,1970.0,5301.0,2,3,10,6,375617,160
845000.0,4,13.8,4.0,1.0,2.0,745.0,130.0,1950.0,5301.0,0,1,10,6,934726,161
743000.0,3,13.8,3.0,2.0,2.0,211.0,176.0,1970.0,5301.0,1,3,10,6,599938,162
730000.0,3,13.8,3.0,2.0,1.0,69.0,141.0,2014.0,5301.0,2,3,10,6,505597,163
635000.0,3,13.8,3.0,1.0,4.0,625.0,124.0,1960.0,5301.0,0,1,10,6,783082,164
620000.0,2,13.8,2.0,1.0,1.0,168.0,124.0,1970.0,5301.0,2,3,10,6,380420,165
447000.0,2,13.8,2.0,1.0,1.0,137.0,77.0,1990.0,5301.0,2,1,10,6,346192,166
730000.0,3,13.8,3.0,2.0,1.0,70.0,124.0,1970.0,5301.0,2,3,10,6,504365,167
678000.0,3,13.8,3.0,1.0,2.0,606.0,87.0,1950.0,5301.0,0,1,10,6,639168,168
580000.0,2,13.8,2.0,2.0,1.0,175.0,76.0,2013.0,5301.0,2,0,10,6,373626,169
712000.0,3,13.8,3.0,1.0,2.0,363.0,124.0,1970.0,5301.0,0,1,10,6,689096,170
840000.0,3,13.8,3.0,2.0,2.0,534.0,136.0,1965.0,5301.0,0,3,10,6,740120,171
980000.0,3,13.8,3.0,1.0,2.0,724.0,124.0,1970.0,5301.0,0,1,10,6,828735,172
605100.0,3,13.8,3.0,2.0,0.0,265.0,124.0,1970.0,5301.0,1,1,10,6,648466,173
880000.0,3,13.8,3.0,3.0,1.0,577.0,124.0,1970.0,5301.0,0,0,10,6,843174,174
577000.0,3,13.8,3.0,2.0,1.0,205.0,113.0,2007.0,5301.0,2,1,10,6,534413,175
1030000.0,4,13.8,4.0,1.0,0.0,797.0,124.0,1970.0,5301.0,0,1,10,6,957807,176
605000.0,3,13.8,3.0,1.0,2.0,181.0,124.0,1970.0,5301.0,2,1,10,6,510360,177
753000.0,3,13.8,3.0,2.0,2.0,529.0,124.0,1970.0,5301.0,0,1,10,6,758918,178
857000.0,2,13.8,2.0,2.0,1.0,675.0,100.0,1950.0,5301.0,0,3,10,6,773365,179
1500000.0,3,13.8,3.0,1.0,1.0,929.0,124.0,1970.0,5301.0,0,1,10,6,900489,180
730000.0,3,13.8,3.0,2.0,1.0,70.0,3.0,2014.0,5301.0,2,3,10,6,449998,181
900000.0,3,13.8,3.0,1.0,4.0,697.0,124.0,1970.0,5301.0,0,1,10,6,826742,182
740000.0,3,13.8,3.0,1.0,2.0,604.0,124.0,1970.0,5301.0,0,1,10,6,704192,183
931000.0,4,13.8,4.0,2.0,3.0,532.0,124.0,1970.0,5301.0,0,1,10,6,847836,184
535600.0,2,13.8,2.0,1.0,1.0,154.0,91.0,1996.0,5301.0,0,3,10,6,399531,185
1085000.0,5,11.1,5.0,3.0,6.0,592.0,251.0,1965.0,5132.0,0,1,10,6,1377709,186
781000.0,3,11.1,3.0,1.0,2.0,533.0,117.0,1970.0,5132.0,0,1,10,6,753309,187
750000.0,3,11.1,3.0,1.0,3.0,554.0,124.0,1970.0,5132.0,0,3,10,6,804534,188
421000.0,2,11.1,2.0,1.0,1.0,77.0,77.0,2009.0,5132.0,1,1,10,6,468600,189
1405000.0,3,11.1,3.0,1.0,3.0,655.0,124.0,1970.0,5132.0,0,1,10,6,953079,190
683000.0,3,11.1,3.0,1.0,2.0,534.0,167.0,1967.0,5132.0,0,1,10,6,796619,191
623000.0,3,11.1,3.0,1.0,3.0,540.0,124.0,1970.0,5132.0,0,1,10,6,814381,192
720000.0,3,11.1,3.0,2.0,1.0,0.0,130.0,2012.0,5132.0,0,4,10,6,719100,193
588000.0,3,11.1,3.0,1.0,1.0,328.0,118.0,1970.0,5132.0,0,1,10,6,744984,194
710000.0,3,11.1,3.0,1.0,3.0,540.0,116.0,1960.0,5132.0,0,0,10,6,685643,195
875000.0,4,11.1,3.0,1.0,4.0,559.0,169.0,1965.0,5132.0,0,3,10,6,870806,196
700000.0,3,11.1,3.0,1.0,3.0,554.0,124.0,1970.0,5132.0,0,4,10,6,781842,197
640000.0,2,11.1,2.0,1.0,1.0,252.0,124.0,1965.0,5132.0,1,1,10,6,599595,198
650000.0,4,11.1,4.0,1.0,4.0,558.0,124.0,1970.0,5132.0,0,3,10,6,895445,199
675000.0,3,11.1,3.0,2.0,2.0,171.0,109.0,2012.0,5132.0,0,1,10,6,724263,200
708000.0,3,11.1,3.0,1.0,2.0,585.0,97.0,1960.0,5132.0,0,1,10,6,725339,201
965000.0,4,11.1,4.0,1.0,4.0,851.0,124.0,1970.0,5132.0,0,3,10,6,1184293,202
680000.0,3,11.1,3.0,1.0,3.0,551.0,124.0,1970.0,5132.0,0,1,10,6,829476,203
770000.0,3,11.1,3.0,1.0,3.0,602.0,542.7379831704303,1970.0,5132.0,0,3,10,6,1037056,204
923000.0,3,11.1,3.0,1.0,2.0,740.0,124.0,1970.0,5132.0,0,1,10,6,983957,205
693000.0,4,11.1,4.0,2.0,4.0,315.0,170.0,2008.0,5132.0,0,3,10,6,924271,206
620000.0,3,11.1,5.0,2.0,2.0,276.0,100.0,2010.0,5132.0,0,3,10,6,745562,207
728500.0,3,11.1,3.0,1.0,1.0,531.0,157.0,1960.0,5132.0,0,1,10,6,773086,208
931000.0,3,11.1,3.0,2.0,1.0,590.0,160.0,1950.0,5132.0,0,1,10,6,909675,209
988000.0,3,11.1,3.0,1.0,4.0,715.0,124.0,2008.0,5132.0,0,1,10,6,935020,210
590000.0,3,11.1,3.0,1.0,2.0,561.0,124.0,1970.0,5132.0,0,1,10,6,810433,211
610000.0,2,11.1,2.0,1.0,2.0,691.0,124.0,1970.0,5132.0,0,1,10,6,886421,212
815000.0,3,11.1,3.0,2.0,3.0,555.0,130.0,1960.0,5132.0,0,1,10,6,937044,213
970000.0,4,11.1,4.0,1.0,2.0,708.0,124.0,1970.0,5132.0,0,1,10,6,1025887,214
760000.0,4,11.1,4.0,1.0,3.0,668.0,124.0,1970.0,5132.0,0,1,10,6,1044930,215
847500.0,4,11.1,4.0,3.0,1.0,252.0,124.0,1970.0,5132.0,1,1,10,6,1077936,216
1200000.0,4,11.1,4.0,1.0,4.0,633.0,158.0,1960.0,5132.0,0,3,10,6,921395,217
700000.0,3,11.1,3.0,1.0,1.0,557.0,124.0,1970.0,5132.0,0,3,10,6,777165,218
625000.0,3,11.1,3.0,1.0,1.0,536.0,124.0,1970.0,5132.0,0,0,10,6,719412,219
292000.0,2,11.1,2.0,1.0,1.0,153.0,70.0,1970.0,5132.0,2,1,10,6,351578,220
599000.0,2,6.3,2.0,1.0,1.0,0.0,76.0,1964.0,4836.0,2,1,26,5,568347,221
550000.0,2,6.3,2.0,1.0,0.0,861.0,124.0,1970.0,4836.0,2,4,26,5,758193,222
995000.0,3,6.3,3.0,2.0,2.0,0.0,100.0,1998.0,4836.0,2,1,26,5,1062887,223
1205000.0,3,6.3,3.0,2.0,2.0,101.0,105.0,2000.0,4836.0,1,1,26,5,1264141,224
1939000.0,3,6.3,3.0,2.0,2.0,296.0,150.0,1889.0,4836.0,0,1,26,5,1985041,225
421500.0,1,6.3,1.0,1.0,0.0,0.0,124.0,1970.0,4836.0,2,1,26,5,516398,226
1870000.0,3,6.3,3.0,1.0,1.0,217.0,116.0,1888.0,4836.0,0,1,26,5,1563714,227
678000.0,2,6.3,2.0,1.0,2.0,0.0,124.0,1970.0,4836.0,2,1,26,5,726371,228
1918000.0,3,6.3,3.0,2.0,2.0,0.0,165.0,1995.0,4836.0,1,3,26,5,1324040,229
660000.0,2,6.3,2.0,1.0,1.0,0.0,124.0,1970.0,4836.0,2,3,26,5,638587,230
2050000.0,3,6.3,3.0,2.0,1.0,205.0,116.0,1910.0,4836.0,0,1,26,5,1789885,231
700000.0,2,6.3,2.0,1.0,2.0,0.0,124.0,1970.0,4836.0,2,4,26,5,692301,232
3625000.0,2,6.3,3.0,2.0,2.0,0.0,124.0,2006.0,4836.0,2,1,26,5,962049,233
3000000.0,4,6.3,4.0,2.0,2.0,1581.0,124.0,1934.0,4836.0,0,4,26,5,2938869,234
1525000.0,5,6.3,8.0,2.0,2.0,693.0,124.0,1970.0,4836.0,0,0,26,5,2109016,235
735000.0,3,6.3,3.0,2.0,1.0,2113.0,14.0,1970.0,4836.0,2,0,26,5,1003041,236
825000.0,2,6.3,2.0,1.0,1.0,0.0,124.0,1970.0,4836.0,2,1,26,5,663529,237
1586000.0,3,6.3,2.0,2.0,2.0,246.0,124.0,1970.0,4836.0,1,1,26,5,1374836,238
645000.0,2,6.3,3.0,1.0,1.0,0.0,124.0,1960.0,4836.0,2,1,26,5,705376,239
1435000.0,1,6.3,2.0,2.0,1.0,144.0,107.0,1900.0,4836.0,0,3,26,5,1319075,240
280000.0,1,6.3,1.0,1.0,1.0,0.0,38.0,1975.0,4836.0,2,0,26,5,374819,241
400000.0,1,6.3,1.0,1.0,1.0,0.0,124.0,1970.0,4836.0,2,0,26,5,450733,242
1780000.0,2,6.3,2.0,2.0,2.0,0.0,124.0,1970.0,4836.0,0,1,26,5,1422786,243
592500.0,2,6.3,2.0,1.0,1.0,0.0,73.0,1970.0,4836.0,2,1,26,5,575997,244
1210000.0,2,6.3,2.0,1.0,0.0,249.0,96.0,1910.0,4836.0,0,1,26,5,1289109,245
2801000.0,4,6.3,4.0,2.0,2.0,624.0,222.0,1900.0,4836.0,0,1,26,5,2732971,246
390000.0,1,6.3,1.0,1.0,0.0,881.0,124.0,1970.0,4836.0,2,1,26,5,603597,247
1800000.0,3,6.3,3.0,2.0,2.0,405.0,121.0,1910.0,4836.0,0,0,26,5,1941356,248
2200000.0,4,6.3,4.0,1.0,2.0,495.0,163.0,1900.0,4836.0,0,0,26,5,1959403,249
324000.0,1,6.3,1.0,1.0,1.0,0.0,124.0,1970.0,4836.0,2,1,26,5,516398,250
5525000.0,6,6.3,5.0,3.0,4.0,1491.0,516.0,1935.0,4836.0,0,1,26,5,4056413,251
